scenario_id,mc_run,error,mae_rt_sCFR,mciw_rt_sCFR,mcic_rt_sCFR,mae_rcf_sCFR,mciw_rcf_sCFR,mcic_rcf_sCFR,mae_rt_cCFR_cumulative,mciw_rt_cCFR_cumulative,mcic_rt_cCFR_cumulative,mae_rt_aCFR_cumulative,mciw_rt_aCFR_cumulative,mcic_rt_aCFR_cumulative,mae_rt_its,mciw_rt_its,mcic_rt_its,mae_rcf_its,mciw_rcf_its,mcic_rcf_its,bias_beta_abs_1_sCFR,width_beta_abs_1_sCFR,cover_beta_abs_1_sCFR,bias_lambda_1_sCFR,width_lambda_1_sCFR,cover_lambda_1_sCFR,bias_beta_abs_1_its,width_beta_abs_1_its,cover_beta_abs_1_its,bias_lambda_1_its,width_lambda_1_its,cover_lambda_1_its,bias_beta_abs_2_sCFR,width_beta_abs_2_sCFR,cover_beta_abs_2_sCFR,bias_lambda_2_sCFR,width_lambda_2_sCFR,cover_lambda_2_sCFR,bias_beta_abs_2_its,width_beta_abs_2_its,cover_beta_abs_2_its,bias_lambda_2_its,width_lambda_2_its,cover_lambda_2_its
S01,1,None,0.0003043108736164868,0.0019293982696253805,1.0,0.0003043108736164868,0.0019293982696253805,1.0,0.005275587000276728,0.0006678283754903208,0.0,0.0003765349713448726,0.0024035847789661553,1.0,0.0002596718278380549,1.0282559738377523e-08,0.0,0.0002596718278380549,1.0282559738377523e-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,
S01,2,None,0.00024643511278554797,0.001813803940778598,1.0,0.00024643511278554797,0.001813803940778598,1.0,0.005064033724105261,0.0006697931566076013,0.0,0.00036939929281622777,0.0017427646463797917,0.995,0.0004481526580358471,0.001935593962636738,0.905,0.0004481526580358471,0.001935593962636738,0.905,,,,,,,,,,,,,,,,,,,,,,,,
S01,3,None,0.00025769072817638516,0.0018312918494921176,1.0,0.00025769072817638516,0.0018312918494921176,1.0,0.005164558318294669,0.0006658808531650735,0.0,0.00036893387712680034,0.0016475281070073122,0.995,0.00020125749269272352,0.0014235736769262703,1.0,0.00020125749269272352,0.0014235736769262703,1.0,,,,,,,,,,,,,,,,,,,,,,,,
S01,4,None,0.00035090543678961694,0.001880054009146988,1.0,0.00035090543678961694,0.001880054009146988,1.0,0.005264064161111487,0.0006631997450552885,0.0,0.00046261775228594065,0.001840157082361792,0.995,0.0001629140377203193,0.0009136577600107227,1.0,0.0001629140377203193,0.0009136577600107227,1.0,,,,,,,,,,,,,,,,,,,,,,,,
S01,5,None,0.0003197160258423537,0.001845343462890014,0.97,0.0003197160258423537,0.001845343462890014,0.97,0.005060247647596158,0.0006706843827936989,0.0,0.00043455445277222615,0.002384884131639559,1.0,0.00040328531553769864,0.001480514549092265,0.85,0.00040328531553769864,0.001480514549092265,0.85,,,,,,,,,,,,,,,,,,,,,,,,
S01,6,None,0.00042227766243740916,0.0018230771425878627,0.965,0.00042227766243740916,0.0018230771425878627,0.965,0.005235599161439105,0.0006604234369909295,0.0,0.0004094744121347156,0.0017164340416409502,0.98,0.0010443336591185587,0.0010623585433108796,0.6,0.0010443336591185587,0.0010623585433108796,0.6,,,,,,,,,,,,,,,,,,,,,,,,
S01,7,None,0.0003675427578855306,0.0018237670490052552,1.0,0.0003675427578855306,0.0018237670490052552,1.0,0.005407021640723276,0.0006644903478706245,0.0,0.0006130779293423052,0.00186425862896386,0.7,0.0002182164511332406,0.000929524133691711,0.855,0.0002182164511332406,0.000929524133691711,0.855,,,,,,,,,,,,,,,,,,,,,,,,
S01,8,None,0.00037182652158662677,0.0018725283727981151,1.0,0.00037182652158662677,0.0018725283727981151,1.0,0.0050878619988620226,0.0006677128752131064,0.0,0.0003907733992407514,0.0017384010316418026,0.995,0.00017951450372336502,8.348260623654639e-08,0.0,0.00017951450372336502,8.348260623654639e-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,
S01,9,None,0.0001979530934477225,0.0017755117712076754,1.0,0.0001979530934477225,0.0017755117712076754,1.0,0.00507406376258854,0.0006707919285216146,0.0,0.0004583341715117407,0.0017905301184350142,0.995,0.00018325148161717805,0.0009007683486100863,1.0,0.00018325148161717805,0.0009007683486100863,1.0,,,,,,,,,,,,,,,,,,,,,,,,
S01,10,None,0.00040877913124859333,0.0018691118757706137,1.0,0.00040877913124859333,0.0018691118757706137,1.0,0.005093957051206941,0.0006709989422562414,0.0,0.0004225410907322466,0.001731217466756896,0.975,0.00016834737573198478,0.0010004037114991584,1.0,0.00016834737573198478,0.0010004037114991584,1.0,,,,,,,,,,,,,,,,,,,,,,,,
S02,1,None,0.00030174929997883737,0.001822492055827752,1.0,0.0004824660427402705,0.00479893253929913,1.0,0.005437727113576991,0.0006599114157367561,0.03,0.0018305347729036879,0.001482153748802154,0.49,0.0005438625699632641,0.0014364360369966541,0.775,0.0004770332243028255,0.0026195339052837003,1.0,-0.09246915578842163,3.1335569449234746,True,-0.07703149318695068,3.177796444878913,True,-0.859293516845226,0.1910161324960048,False,0.9539400571789063,0.021618843211939076,False,,,,,,,,,,,,
S02,2,None,0.0002879274543374777,0.0017840558618772775,1.0,0.0007717416156083345,0.0046086962368572125,1.0,0.005417895511746968,0.0006710917596846342,0.025,0.001548573840004741,0.002422697026915969,0.535,0.0001931493739583079,0.0010304571650850635,0.945,0.0015633802003618608,0.001091947963443399,0.48,-0.10463279485702515,3.0432012419216323,True,-0.15785998106002808,2.9094917841255663,True,-0.995026767432393,0.038232184163186314,False,0.7737377497974931,6.097164541896127e-05,False,,,,,,,,,,,,
S02,3,None,0.00021960657613817602,0.0017846049681538717,1.0,0.0009215037571266294,0.003926461925148032,1.0,0.005339625280353195,0.0006708270777967232,0.03,0.0018381576913449125,0.001708191589009468,0.5,0.00014312568393460458,0.0014994669454261378,1.0,0.0015311375451477114,0.0016777755432083902,0.55,-0.1838729977607727,2.8852450713980935,True,-0.19480013847351074,2.973936144914477,True,-0.9961633681468197,0.06785870832898083,False,0.6436962615744248,0.0018430834751561598,False,,,,,,,,,,,,
S02,4,None,0.00046364785521291196,0.0019144775081658735,1.0,0.00377837591804564,0.014657417667680419,1.0,0.005333383786349144,0.0006731190230480956,0.03,0.0017932247133193818,0.0018810980225632409,0.515,0.0009115164764980629,0.0007655569710763786,0.14,0.00048291291044084126,0.0018110849159762418,0.125,0.7462329864501953,4.537752459198236,True,0.7304871082305908,5.0211097348481415,True,-0.828061542913481,0.149189146507931,False,0.9119906984176649,0.00020597956090262493,False,,,,,,,,,,,,
S02,5,None,0.0002958095574285835,0.0017827821251703423,1.0,0.0009252979652956128,0.004069018881535157,1.0,0.005477581267751035,0.0006639741359794487,0.03,0.0017899800718766444,0.0018558137084247798,0.495,0.000211099165791867,0.001279751166189302,0.99,0.0013684665390626734,0.0015906434844784973,0.58,-0.1385713815689087,2.931184557965025,True,-0.1692144274711609,3.1604191911406816,True,-0.9624055543462408,0.08645185586569844,False,0.6656640976991541,0.008284775616631546,False,,,,,,,,,,,,
S02,6,None,0.0005520028644241393,0.001852113453671336,0.93,0.0009268902358599007,0.004793502961285412,0.93,0.005444996324291233,0.0006604313666514587,0.03,0.0017415666797296813,0.0017200553717042297,0.485,0.00022622811250959656,0.0013482315311994476,0.975,0.0012433995700480455,0.001751232676013974,0.62,-0.1227407455444336,3.0235322475898982,True,-0.09742426872253418,3.346108241006732,True,-0.9631709865332985,0.10657141838144532,False,0.7554948564437141,0.0036066148036892898,False,,,,,,,,,,,,
S02,7,None,0.0005136196850799024,0.0018089257268002258,0.8,0.0012337646912783384,0.003957217569462955,0.845,0.0054329368896617524,0.0006542381776266288,0.03,0.0017486350820772503,0.0016004426506813873,0.5,0.0006004298774867802,5.672078975497985e-09,0.0,0.0003172059283788798,3.839093978275088e-09,0.0,-0.18027472496032715,3.091725677810609,True,-0.14936518669128418,3.3302243922371413,True,-0.8406496508522088,2.6232136379755744e-07,False,0.9225449805973915,3.1458835536568586e-10,False,,,,,,,,,,,,
S02,8,None,0.00029146342421881855,0.0018021266787545754,0.845,0.0009871693328022957,0.003309247603523544,0.845,0.0054413283886745375,0.0006747315875747258,0.03,0.0017873797253245619,0.0023863730159430275,0.505,0.001927321181498443,0.002339470783932832,0.32,0.003342713262566756,0.006025032097496512,0.24,-0.21895325183868408,2.957560160430147,True,-0.16767746210098267,2.9499459340237073,True,-0.630597196365885,0.37122271590382755,False,0.8735701027976828,0.008388589094985965,False,,,,,,,,,,,,
S02,9,None,0.00023163743026088923,0.0017868315533269197,1.0,0.0007019660552032292,0.004105542568140662,1.0,0.005284370667648685,0.0006829690521995623,0.03,0.002012740687604244,0.0025165357200263518,0.485,0.0013872425420269957,0.0022209804861196203,0.535,0.0013262124415332358,0.0049886750905406944,0.875,-0.14648157358169556,3.103331855498254,True,-0.0580519437789917,3.398780540749429,True,-0.7806208348908037,0.3360481853180668,False,0.900475369904095,0.0033476069397262442,False,,,,,,,,,,,,
S02,10,None,0.0002643924963194877,0.0017579850098118183,1.0,0.0008163457969203591,0.004127051567425951,1.0,0.0053709893919625575,0.0006604209959169459,0.025,0.001944654616912656,0.001562828445158818,0.49,0.0003078399118561613,0.0005546771833806058,0.445,0.001621913255831421,0.00042205934867128143,0.165,-0.09260773658752441,2.9272723048925395,True,-0.032418251037597656,3.4595276752486823,True,-0.9939681085482213,0.02092960062724229,False,0.7901707950111245,3.871277194145151e-06,False,,,,,,,,,,,,
S03,1,None,0.00020514088100753725,0.0017499638438457621,1.0,0.0009980835020542145,0.005832338262931443,1.0,0.004666678978968288,0.0006576919511472062,0.035,0.0017440705739963321,0.0015697984327428856,0.35,0.0003176037107808683,0.0011999063600310132,0.91,0.0010857441810205488,0.002100823500548212,0.57,-0.12205857038497925,4.0947072237730024,True,-0.16282778978347778,3.1346726297866554,True,-0.9260312808454321,0.14104056880823268,False,1.3088381983998119,0.00037542145439628527,False,-0.1753639578819275,3.087816464016213,True,-0.13572007417678833,2.9333656142000093,True,-0.998328647693389,0.05495723968171522,False,0.1255307455320045,0.0004630322320942071,False
